iter	Passed	Remaining
350	628	1162
351	629	1159
352	631	1157
353	633	1155
354	634	1152
355	635	1149
356	637	1148
357	639	1146
358	641	1144
359	642	1142
360	644	1141
361	646	1139
362	648	1137
363	649	1135
364	651	1133
365	653	1131
366	654	1129
367	656	1128
368	658	1126
369	660	1124
370	662	1123
371	664	1122
372	666	1120
373	667	1118
374	670	1117
375	671	1114
376	673	1112
377	674	1110
378	676	1108
379	678	1107
380	680	1105
381	681	1103
382	683	1101
383	685	1099
384	687	1097
385	689	1096
386	690	1093
387	692	1092
388	694	1090
389	696	1089
390	698	1087
391	699	1085
392	702	1084
393	704	1082
394	706	1081
395	707	1079
396	709	1077
397	711	1076
398	713	1074
399	715	1073
400	717	1071
401	719	1069
402	721	1068
403	722	1066
404	724	1064
405	726	1062
406	728	1060
407	729	1058
408	731	1057
409	732	1054
410	734	1052
411	736	1050
412	738	1049
413	740	1047
414	741	1045
415	743	1044
416	745	1042
417	747	1041
418	749	1039
419	751	1037
420	753	1036
421	754	1033
422	756	1032
423	758	1031
424	760	1029
425	762	1027
426	764	1026
427	766	1024
428	768	1022
429	770	1021
430	772	1019
431	773	1017
432	775	1015
433	777	1013
434	779	1012
435	781	1011
436	783	1009
437	786	1008
438	788	1007
439	790	1006
440	792	1004
441	794	1003
442	796	1001
443	798	1000
444	800	998
445	802	997
446	804	995
447	807	994
448	809	993
449	811	991
450	813	990
451	815	988
452	817	987
453	819	985
454	821	983
455	823	982
456	824	980
457	826	978
458	829	977
459	832	977
460	834	975
461	835	973
462	837	971
463	839	970
464	841	968
465	843	967
466	845	965
467	848	963
468	849	962
469	851	960
470	853	958
471	855	956
472	856	954
473	858	952
474	860	951
475	862	949
476	865	948
477	866	946
478	868	944
479	870	943
480	872	941
481	874	939
482	875	937
483	877	935
484	880	934
485	882	933
486	884	931
487	886	930
488	889	929
489	890	927
490	893	926
491	895	924
492	897	923
493	900	922
494	903	921
495	906	920
496	908	919
497	911	918
498	913	917
499	916	916
500	919	915
501	921	914
502	924	913
503	926	912
504	928	910
505	931	909
506	933	908
507	935	906
508	938	905
509	940	903
510	942	901
511	944	900
512	947	899
513	949	897
514	952	896
515	954	895
516	956	893
517	958	891
518	960	889
519	962	888
520	965	887
521	966	885
522	968	883
523	970	881
524	972	879
525	973	877
526	975	875
527	977	873
528	979	872
529	981	870
530	983	868
531	985	866
532	987	865
533	989	863
534	990	861
535	992	859
536	994	857
537	996	855
538	998	854
539	1000	852
540	1002	850
541	1004	848
542	1007	847
543	1009	846
544	1011	844
545	1013	842
546	1015	841
547	1017	839
548	1019	837
549	1021	835
550	1023	834
551	1024	831
552	1026	830
553	1028	828
554	1030	826
555	1032	824
556	1033	822
557	1035	819
558	1036	818
559	1038	815
560	1039	813
561	1041	811
562	1043	809
563	1044	807
564	1045	805
565	1047	803
566	1049	801
567	1050	799
568	1052	796
569	1053	794
570	1054	792
571	1055	789
572	1056	787
573	1058	785
574	1060	783
575	1061	781
576	1063	779
577	1064	777
578	1065	775
579	1067	772
580	1069	771
581	1071	769
582	1072	767
583	1075	765
584	1076	763
585	1078	762
586	1080	760
587	1082	758
588	1083	756
589	1085	754
590	1086	751
591	1087	749
592	1089	747
593	1091	745
594	1092	743
595	1094	741
596	1096	739
597	1097	738
598	1099	736
599	1101	734
600	1102	732
601	1104	730
602	1106	728
603	1108	726
604	1110	724
605	1112	723
606	1113	721
607	1115	719
608	1117	717
609	1120	716
610	1122	714
611	1124	712
612	1125	710
613	1127	708
614	1129	706
615	1130	704
616	1132	703
617	1134	701
618	1136	699
619	1138	697
620	1140	695
621	1141	693
622	1143	692
623	1146	690
624	1147	688
625	1150	687
626	1151	685
627	1153	683
628	1155	681
629	1157	679
630	1159	678
631	1160	675
632	1162	674
633	1164	672
634	1166	670
635	1168	668
636	1170	667
637	1172	665
638	1174	663
639	1176	661
640	1177	659
641	1179	657
642	1181	655
643	1183	654
644	1185	652
645	1187	650
646	1190	649
647	1192	647
648	1194	645
649	1196	644
650	1198	642
651	1201	641
652	1203	639
653	1205	637
654	1208	636
655	1210	634
656	1212	632
657	1213	630
658	1215	629
659	1217	626
660	1218	625
661	1220	623
662	1222	621
663	1224	619
664	1226	618
665	1228	616
666	1230	614
667	1232	612
668	1234	610
669	1236	608
670	1238	607
671	1240	605
672	1242	603
673	1243	601
674	1245	599
675	1247	597
676	1248	595
677	1250	594
678	1252	592
679	1253	590
680	1255	588
681	1257	586
682	1259	584
683	1261	582
684	1263	581
685	1265	579
686	1267	577
687	1269	575
688	1271	573
689	1273	571
690	1274	570
691	1276	568
692	1278	566
693	1280	564
694	1282	562
695	1284	560
696	1285	558
697	1287	557
698	1289	555
699	1292	553
700	1294	552
701	1296	550
702	1298	548
703	1300	547
704	1303	545
705	1304	543
706	1307	541
707	1309	540
708	1311	538
709	1313	536
710	1315	534
711	1317	532
712	1318	530
713	1321	529
714	1322	527
715	1324	525
716	1327	523
717	1328	521
718	1330	520
719	1332	518
720	1334	516
721	1337	514
722	1339	513
723	1340	511
724	1342	509
725	1344	507
726	1346	505
727	1348	503
728	1350	502
729	1352	500
730	1355	498
731	1357	497
732	1360	495
733	1362	493
734	1364	492
735	1367	490
736	1369	488
737	1372	487
738	1375	485
739	1377	484
740	1380	482
741	1383	481
742	1386	479
743	1388	477
744	1391	476
745	1393	474
746	1395	472
747	1397	470
748	1399	469
749	1402	467
750	1404	465
751	1407	464
752	1409	462
753	1411	460
754	1413	458
755	1415	456
756	1418	455
757	1419	453
758	1422	451
759	1424	449
760	1426	448
761	1428	446
762	1430	444
763	1433	442
764	1435	440
765	1437	439
766	1439	437
767	1441	435
768	1443	433
769	1445	431
770	1447	430
771	1449	428
772	1451	426
773	1453	424
774	1455	422
775	1457	420
776	1459	418
777	1460	416
778	1462	415
779	1465	413
780	1467	411
781	1469	409
782	1471	407
783	1473	405
784	1474	403
785	1477	402
786	1479	400
787	1481	398
788	1483	396
789	1486	395
790	1488	393
791	1490	391
792	1492	389
793	1494	387
794	1497	386
795	1499	384
796	1501	382
797	1503	380
798	1505	378
799	1508	377
800	1510	375
801	1511	373
802	1514	371
803	1516	369
804	1518	367
805	1520	366
806	1522	364
807	1524	362
808	1526	360
809	1528	358
810	1530	356
811	1532	354
812	1534	353
813	1536	351
814	1538	349
815	1540	347
816	1542	345
817	1544	343
818	1547	341
819	1549	340
820	1550	338
821	1552	336
822	1553	334
823	1556	332
824	1558	330
825	1560	328
826	1561	326
827	1563	324
828	1565	322
829	1567	321
830	1570	319
831	1572	317
832	1574	315
833	1575	313
834	1577	311
835	1579	309
836	1581	308
837	1584	306
838	1586	304
839	1587	302
840	1590	300
841	1592	298
842	1594	296
843	1596	295
844	1598	293
845	1600	291
846	1602	289
847	1604	287
848	1606	285
849	1608	283
850	1610	282
851	1612	280
852	1614	278
853	1616	276
854	1617	274
855	1619	272
856	1621	270
857	1623	268
858	1625	266
859	1626	264
860	1628	262
861	1630	261
862	1632	259
863	1633	257
864	1635	255
865	1636	253
866	1637	251
867	1639	249
868	1641	247
869	1642	245
870	1643	243
871	1644	241
872	1646	239
873	1647	237
874	1648	235
875	1650	233
876	1651	231
877	1653	229
878	1654	227
879	1655	225
880	1656	223
881	1657	221
882	1658	219
883	1660	217
884	1661	215
885	1663	214
886	1665	212
887	1665	210
888	1667	208
889	1668	206
890	1669	204
891	1670	202
892	1672	200
893	1672	198
894	1674	196
895	1675	194
896	1675	192
897	1677	190
898	1678	188
899	1679	186
900	1680	184
901	1680	182
902	1682	180
903	1683	178
904	1684	176
905	1684	174
906	1686	172
907	1687	170
908	1688	169
909	1689	167
910	1690	165
911	1692	163
912	1693	161
913	1694	159
914	1695	157
915	1696	155
916	1698	153
917	1699	151
918	1699	149
919	1700	147
920	1701	145
921	1702	144
922	1703	142
923	1704	140
924	1705	138
925	1707	136
926	1708	134
927	1710	132
928	1711	130
929	1712	128
930	1714	127
931	1715	125
932	1717	123
933	1718	121
934	1719	119
935	1720	117
936	1721	115
937	1722	113
938	1724	111
939	1725	110
940	1726	108
941	1727	106
942	1728	104
943	1729	102
944	1730	100
945	1731	98
946	1732	96
947	1732	95
948	1733	93
949	1734	91
950	1736	89
951	1737	87
952	1738	85
953	1739	83
954	1740	82
955	1741	80
956	1742	78
957	1743	76
958	1745	74
959	1745	72
960	1747	70
961	1747	69
962	1748	67
963	1750	65
964	1751	63
965	1751	61
966	1752	59
967	1753	57
968	1755	56
969	1756	54
970	1758	52
971	1759	50
972	1761	48
973	1763	47
974	1764	45
975	1765	43
976	1766	41
977	1767	39
978	1768	37
979	1769	36
980	1770	34
981	1772	32
982	1773	30
983	1774	28
984	1775	27
985	1776	25
986	1777	23
987	1778	21
988	1780	19
989	1781	17
990	1783	16
991	1784	14
992	1785	12
993	1786	10
994	1788	8
995	1789	7
996	1790	5
997	1791	3
998	1793	1
999	1794	0
